ID_NUMBER,ACTIVITY_LOCATION,EVALUATION_IDENTIFIER,EVALUATION_TYPE,EVALUATION_DESC,EVALUATION_AGENCY,EVALUATION_START_DATE,FOUND_VIOLATION,REGISTRY_ID,FAC_NAME,FAC_STREET,FAC_CITY,FAC_STATE,FAC_ZIP,FAC_COUNTY,FAC_EPA_REGION,FAC_LAT,FAC_LONG,FAC_DERIVED_WBD,FAC_DERIVED_CD113,FAC_PERCENT_MINORITY,FAC_POP_DEN,DFR_URL
MAD982203606,MA,000,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/08/1993,Y  ,110008415562,HOPEDALE TOWN OF HIGHWAY DEPT,7 DEPOT ST,HOPEDALE,MA,1747,WORCESTER,1,42.12917,-71.53984,10900030205,4,14.712,1269.33,http://echo.epa.gov/detailed-facility-report?fid=110008415562
MAD982203606,MA,000,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,10/18/1993,N  ,110008415562,HOPEDALE TOWN OF HIGHWAY DEPT,7 DEPOT ST,HOPEDALE,MA,1747,WORCESTER,1,42.12917,-71.53984,10900030205,4,14.712,1269.33,http://echo.epa.gov/detailed-facility-report?fid=110008415562
MAD981202732,MA,000,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/26/1994,N  ,110003463662,SERAGEN INC,120 SOUTH ST,HOPKINTON,MA,1748,MIDDLESEX,1,42.198499,-71.541535,10700050101,4,10.206,762.32,http://echo.epa.gov/detailed-facility-report?fid=110003463662
MAD981202732,MA,001,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/29/1986,N  ,110003463662,SERAGEN INC,120 SOUTH ST,HOPKINTON,MA,1748,MIDDLESEX,1,42.198499,-71.541535,10700050101,4,10.206,762.32,http://echo.epa.gov/detailed-facility-report?fid=110003463662
MAD981202732,MA,004,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,12/06/1984,N  ,110003463662,SERAGEN INC,120 SOUTH ST,HOPKINTON,MA,1748,MIDDLESEX,1,42.198499,-71.541535,10700050101,4,10.206,762.32,http://echo.epa.gov/detailed-facility-report?fid=110003463662
MAD037679792,MA,000,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/08/1997,Y  ,110003430993,NORFOLK AUTO INC,38 MAIN ST,NORFOLK,MA,2056,NORFOLK,1,42.12142,-71.30537,10900010604,4,12.652999999999999,772.81,http://echo.epa.gov/detailed-facility-report?fid=110003430993
MAD981205628,MA,000,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,E  ,05/05/1998,Y  ,110024292451,MA BAY TRANSPORTATION AUTHORITY,325 GROVE STREET,NEWTON,MA,2462,MIDDLESEX,1,42.33571,-71.25255600000001,10900010703,4,24.333000000000002,3649.02,http://echo.epa.gov/detailed-facility-report?fid=110024292451
MAD084801430,MA,001,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/22/1986,N  ,110007298209,PRINCESS HOUSE INC,455 SOMERSET AVENUE,DIGHTON,MA,2715,BRISTOL,1,41.85398,-71.11583,10900040302,4,11.792,769.65,http://echo.epa.gov/detailed-facility-report?fid=110007298209
MAD084801430,MA,002,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/06/1990,Y  ,110007298209,PRINCESS HOUSE INC,455 SOMERSET AVENUE,DIGHTON,MA,2715,BRISTOL,1,41.85398,-71.11583,10900040302,4,11.792,769.65,http://echo.epa.gov/detailed-facility-report?fid=110007298209
MAD084801430,MA,003,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,08/08/1990,N  ,110007298209,PRINCESS HOUSE INC,455 SOMERSET AVENUE,DIGHTON,MA,2715,BRISTOL,1,41.85398,-71.11583,10900040302,4,11.792,769.65,http://echo.epa.gov/detailed-facility-report?fid=110007298209
MAC300004504,MA,001,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/15/2009,Y  ,110024252850,SERACARE LIFE SCIENCES INC,25 BIRCH ST,MILFORD,MA,1757,WORCESTER,1,42.14285,-71.48945,10900010601,4,15.097999999999999,1383.23,http://echo.epa.gov/detailed-facility-report?fid=110024252850
MAC300004504,MA,001,SNN,NOT A SIGNIFICANT NON-COMPLIER,S  ,07/18/2014,N  ,110024252850,SERACARE LIFE SCIENCES INC,25 BIRCH ST,MILFORD,MA,1757,WORCESTER,1,42.14285,-71.48945,10900010601,4,15.097999999999999,1383.23,http://echo.epa.gov/detailed-facility-report?fid=110024252850
MAC300004504,MA,001,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/21/2014,Y  ,110024252850,SERACARE LIFE SCIENCES INC,25 BIRCH ST,MILFORD,MA,1757,WORCESTER,1,42.14285,-71.48945,10900010601,4,15.097999999999999,1383.23,http://echo.epa.gov/detailed-facility-report?fid=110024252850
MAC300004504,MA,001,SNY,SIGNIFICANT NON-COMPLIER,S  ,06/13/2014,Y  ,110024252850,SERACARE LIFE SCIENCES INC,25 BIRCH ST,MILFORD,MA,1757,WORCESTER,1,42.14285,-71.48945,10900010601,4,15.097999999999999,1383.23,http://echo.epa.gov/detailed-facility-report?fid=110024252850
MAD980671861,MA,001,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/19/1986,Y  ,110006816829,ELECTRONIC DESIGNS INC,35 SOUTH ST,HOPKINTON,MA,1748,MIDDLESEX,1,42.20986,-71.54906,10900030205,4,7.942,573.76,http://echo.epa.gov/detailed-facility-report?fid=110006816829
MAD980671861,MA,002,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,07/22/1987,N  ,110006816829,ELECTRONIC DESIGNS INC,35 SOUTH ST,HOPKINTON,MA,1748,MIDDLESEX,1,42.20986,-71.54906,10900030205,4,7.942,573.76,http://echo.epa.gov/detailed-facility-report?fid=110006816829
MAD982543860,MA,000,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/02/1996,N  ,110003481134,MARATHON A DIVISION OF COPHARMA,97 SOUTH ST,HOPKINTON,MA,1748,MIDDLESEX,1,42.20126,-71.54361999999999,10900030205,4,9.616,714.39,http://echo.epa.gov/detailed-facility-report?fid=110003481134
MAD982543860,MA,001,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/12/2006,Y  ,110003481134,MARATHON A DIVISION OF COPHARMA,97 SOUTH ST,HOPKINTON,MA,1748,MIDDLESEX,1,42.20126,-71.54361999999999,10900030205,4,9.616,714.39,http://echo.epa.gov/detailed-facility-report?fid=110003481134
MAD982543860,MA,001,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,09/15/2006,N  ,110003481134,MARATHON A DIVISION OF COPHARMA,97 SOUTH ST,HOPKINTON,MA,1748,MIDDLESEX,1,42.20126,-71.54361999999999,10900030205,4,9.616,714.39,http://echo.epa.gov/detailed-facility-report?fid=110003481134
MAD982543860,MA,001,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/05/2011,Y  ,110003481134,MARATHON A DIVISION OF COPHARMA,97 SOUTH ST,HOPKINTON,MA,1748,MIDDLESEX,1,42.20126,-71.54361999999999,10900030205,4,9.616,714.39,http://echo.epa.gov/detailed-facility-report?fid=110003481134
MAD001008598,MA,002,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,12/10/1986,N  ,110002086554,CLEVELAND TWIST DRILL,75 CHAUNCY ST.,MANSFIELD,MA,2048,BRISTOL,1,42.03141,-71.22157,10900040302,4,9.712,1130.52,http://echo.epa.gov/detailed-facility-report?fid=110002086554
MAD001008598,MA,003,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/03/1986,Y  ,110002086554,CLEVELAND TWIST DRILL,75 CHAUNCY ST.,MANSFIELD,MA,2048,BRISTOL,1,42.03141,-71.22157,10900040302,4,9.712,1130.52,http://echo.epa.gov/detailed-facility-report?fid=110002086554
MAD001008598,MA,004,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/20/1986,Y  ,110002086554,CLEVELAND TWIST DRILL,75 CHAUNCY ST.,MANSFIELD,MA,2048,BRISTOL,1,42.03141,-71.22157,10900040302,4,9.712,1130.52,http://echo.epa.gov/detailed-facility-report?fid=110002086554
MAD001008598,MA,005,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,01/30/1987,N  ,110002086554,CLEVELAND TWIST DRILL,75 CHAUNCY ST.,MANSFIELD,MA,2048,BRISTOL,1,42.03141,-71.22157,10900040302,4,9.712,1130.52,http://echo.epa.gov/detailed-facility-report?fid=110002086554
MAD001008598,MA,006,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/07/1990,Y  ,110002086554,CLEVELAND TWIST DRILL,75 CHAUNCY ST.,MANSFIELD,MA,2048,BRISTOL,1,42.03141,-71.22157,10900040302,4,9.712,1130.52,http://echo.epa.gov/detailed-facility-report?fid=110002086554
MAD001008598,MA,007,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,02/26/1991,N  ,110002086554,CLEVELAND TWIST DRILL,75 CHAUNCY ST.,MANSFIELD,MA,2048,BRISTOL,1,42.03141,-71.22157,10900040302,4,9.712,1130.52,http://echo.epa.gov/detailed-facility-report?fid=110002086554
MAD046613279,MA,011,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/15/1987,Y  ,110000311537,ATTLEBORO REFINING,20 TOWNSEND RD.,ATTLEBORO,MA,2703,BRISTOL,1,41.920224,-71.321146,10900040401,4,16.445999999999998,1836.09,http://echo.epa.gov/detailed-facility-report?fid=110000311537
MAD046613279,MA,013,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,08/19/1987,Y  ,110000311537,ATTLEBORO REFINING,20 TOWNSEND RD.,ATTLEBORO,MA,2703,BRISTOL,1,41.920224,-71.321146,10900040401,4,16.445999999999998,1836.09,http://echo.epa.gov/detailed-facility-report?fid=110000311537
MAD046613279,MA,014,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/05/1988,N  ,110000311537,ATTLEBORO REFINING,20 TOWNSEND RD.,ATTLEBORO,MA,2703,BRISTOL,1,41.920224,-71.321146,10900040401,4,16.445999999999998,1836.09,http://echo.epa.gov/detailed-facility-report?fid=110000311537
MAD046613279,MA,015,GME,GROUNDWATER MONITORING EVALUATION,S  ,04/06/1988,Y  ,110000311537,ATTLEBORO REFINING,20 TOWNSEND RD.,ATTLEBORO,MA,2703,BRISTOL,1,41.920224,-71.321146,10900040401,4,16.445999999999998,1836.09,http://echo.epa.gov/detailed-facility-report?fid=110000311537
MAD046613279,MA,016,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/22/1989,Y  ,110000311537,ATTLEBORO REFINING,20 TOWNSEND RD.,ATTLEBORO,MA,2703,BRISTOL,1,41.920224,-71.321146,10900040401,4,16.445999999999998,1836.09,http://echo.epa.gov/detailed-facility-report?fid=110000311537
MAD046613279,MA,017,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/05/1990,Y  ,110000311537,ATTLEBORO REFINING,20 TOWNSEND RD.,ATTLEBORO,MA,2703,BRISTOL,1,41.920224,-71.321146,10900040401,4,16.445999999999998,1836.09,http://echo.epa.gov/detailed-facility-report?fid=110000311537
MAD046613279,MA,018,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,04/12/1990,N  ,110000311537,ATTLEBORO REFINING,20 TOWNSEND RD.,ATTLEBORO,MA,2703,BRISTOL,1,41.920224,-71.321146,10900040401,4,16.445999999999998,1836.09,http://echo.epa.gov/detailed-facility-report?fid=110000311537
MAD046613279,MA,000,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/22/1995,Y  ,110000311537,ATTLEBORO REFINING,20 TOWNSEND RD.,ATTLEBORO,MA,2703,BRISTOL,1,41.920224,-71.321146,10900040401,4,16.445999999999998,1836.09,http://echo.epa.gov/detailed-facility-report?fid=110000311537
MAD046613279,MA,000,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,05/18/1995,N  ,110000311537,ATTLEBORO REFINING,20 TOWNSEND RD.,ATTLEBORO,MA,2703,BRISTOL,1,41.920224,-71.321146,10900040401,4,16.445999999999998,1836.09,http://echo.epa.gov/detailed-facility-report?fid=110000311537
MAD046613279,MA,000,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/24/1998,N  ,110000311537,ATTLEBORO REFINING,20 TOWNSEND RD.,ATTLEBORO,MA,2703,BRISTOL,1,41.920224,-71.321146,10900040401,4,16.445999999999998,1836.09,http://echo.epa.gov/detailed-facility-report?fid=110000311537
MAD046613279,MA,001,NRR,NON-FINANCIAL RECORD REVIEW,X  ,05/11/1984,N  ,110000311537,ATTLEBORO REFINING,20 TOWNSEND RD.,ATTLEBORO,MA,2703,BRISTOL,1,41.920224,-71.321146,10900040401,4,16.445999999999998,1836.09,http://echo.epa.gov/detailed-facility-report?fid=110000311537
MAD046613279,MA,002,CSE,COMPLIANCE SCHEDULE EVALUATION,X  ,08/13/1984,N  ,110000311537,ATTLEBORO REFINING,20 TOWNSEND RD.,ATTLEBORO,MA,2703,BRISTOL,1,41.920224,-71.321146,10900040401,4,16.445999999999998,1836.09,http://echo.epa.gov/detailed-facility-report?fid=110000311537
MAD046613279,MA,003,FRR,FINANCIAL RECORD REVIEW,S  ,07/25/1984,Y  ,110000311537,ATTLEBORO REFINING,20 TOWNSEND RD.,ATTLEBORO,MA,2703,BRISTOL,1,41.920224,-71.321146,10900040401,4,16.445999999999998,1836.09,http://echo.epa.gov/detailed-facility-report?fid=110000311537
MAD046613279,MA,004,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/13/1985,N  ,110000311537,ATTLEBORO REFINING,20 TOWNSEND RD.,ATTLEBORO,MA,2703,BRISTOL,1,41.920224,-71.321146,10900040401,4,16.445999999999998,1836.09,http://echo.epa.gov/detailed-facility-report?fid=110000311537
MAD046613279,MA,005,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,12/13/1985,N  ,110000311537,ATTLEBORO REFINING,20 TOWNSEND RD.,ATTLEBORO,MA,2703,BRISTOL,1,41.920224,-71.321146,10900040401,4,16.445999999999998,1836.09,http://echo.epa.gov/detailed-facility-report?fid=110000311537
MAD046613279,MA,007,GME,GROUNDWATER MONITORING EVALUATION,S  ,06/25/1986,Y  ,110000311537,ATTLEBORO REFINING,20 TOWNSEND RD.,ATTLEBORO,MA,2703,BRISTOL,1,41.920224,-71.321146,10900040401,4,16.445999999999998,1836.09,http://echo.epa.gov/detailed-facility-report?fid=110000311537
MAD046613279,MA,008,CSE,COMPLIANCE SCHEDULE EVALUATION,X  ,01/26/1984,N  ,110000311537,ATTLEBORO REFINING,20 TOWNSEND RD.,ATTLEBORO,MA,2703,BRISTOL,1,41.920224,-71.321146,10900040401,4,16.445999999999998,1836.09,http://echo.epa.gov/detailed-facility-report?fid=110000311537
MAD046613279,MA,009,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/27/1986,Y  ,110000311537,ATTLEBORO REFINING,20 TOWNSEND RD.,ATTLEBORO,MA,2703,BRISTOL,1,41.920224,-71.321146,10900040401,4,16.445999999999998,1836.09,http://echo.epa.gov/detailed-facility-report?fid=110000311537
MAD046613279,MA,010,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,04/15/1987,Y  ,110000311537,ATTLEBORO REFINING,20 TOWNSEND RD.,ATTLEBORO,MA,2703,BRISTOL,1,41.920224,-71.321146,10900040401,4,16.445999999999998,1836.09,http://echo.epa.gov/detailed-facility-report?fid=110000311537
MAD062309133,MA,000,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/22/1993,N  ,110001959042,COM ENERGY GARAGE,170 SOUTH MAIN STREET,FREETOWN (ASSONET),MA,2702,BRISTOL,1,41.77261,-71.0971,10900040804,4,5.818,732.58,http://echo.epa.gov/detailed-facility-report?fid=110001959042
MAD062309133,MA,001,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/01/1990,Y  ,110001959042,COM ENERGY GARAGE,170 SOUTH MAIN STREET,FREETOWN (ASSONET),MA,2702,BRISTOL,1,41.77261,-71.0971,10900040804,4,5.818,732.58,http://echo.epa.gov/detailed-facility-report?fid=110001959042
MAD062309133,MA,002,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,09/10/1990,N  ,110001959042,COM ENERGY GARAGE,170 SOUTH MAIN STREET,FREETOWN (ASSONET),MA,2702,BRISTOL,1,41.77261,-71.0971,10900040804,4,5.818,732.58,http://echo.epa.gov/detailed-facility-report?fid=110001959042
MAD046613279,MA,006,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,E  ,01/26/1984,Y  ,110000311537,ATTLEBORO REFINING,20 TOWNSEND RD.,ATTLEBORO,MA,2703,BRISTOL,1,41.920224,-71.321146,10900040401,4,16.445999999999998,1836.09,http://echo.epa.gov/detailed-facility-report?fid=110000311537
MAD001059112,MA,000,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/26/1991,Y  ,110000732495,RICHARDSON CHARLES A INC,330 OTIS STREET,MANSFIELD,MA,2048,BRISTOL,1,41.98883,-71.25584,10900040301,4,8.068,952.72,http://echo.epa.gov/detailed-facility-report?fid=110000732495
MAD001059112,MA,000,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/10/1993,N  ,110000732495,RICHARDSON CHARLES A INC,330 OTIS STREET,MANSFIELD,MA,2048,BRISTOL,1,41.98883,-71.25584,10900040301,4,8.068,952.72,http://echo.epa.gov/detailed-facility-report?fid=110000732495
MAD001059112,MA,000,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/03/1993,N  ,110000732495,RICHARDSON CHARLES A INC,330 OTIS STREET,MANSFIELD,MA,2048,BRISTOL,1,41.98883,-71.25584,10900040301,4,8.068,952.72,http://echo.epa.gov/detailed-facility-report?fid=110000732495
MAD001059112,MA,000,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/12/1999,N  ,110000732495,RICHARDSON CHARLES A INC,330 OTIS STREET,MANSFIELD,MA,2048,BRISTOL,1,41.98883,-71.25584,10900040301,4,8.068,952.72,http://echo.epa.gov/detailed-facility-report?fid=110000732495
MAD001059112,MA,001,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/31/1983,N  ,110000732495,RICHARDSON CHARLES A INC,330 OTIS STREET,MANSFIELD,MA,2048,BRISTOL,1,41.98883,-71.25584,10900040301,4,8.068,952.72,http://echo.epa.gov/detailed-facility-report?fid=110000732495
MAD001059112,MA,001,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/28/2001,N  ,110000732495,RICHARDSON CHARLES A INC,330 OTIS STREET,MANSFIELD,MA,2048,BRISTOL,1,41.98883,-71.25584,10900040301,4,8.068,952.72,http://echo.epa.gov/detailed-facility-report?fid=110000732495
MAD001060805,MA,000,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,E  ,08/29/1991,Y  ,110002086563,HATHEWAY & PATTERSON,15 COUNTY ST.,MANSFIELD,MA,2048,BRISTOL,1,42.038194,-71.2225,10900040302,4,10.224,1133.53,http://echo.epa.gov/detailed-facility-report?fid=110002086563
MAD001060805,MA,000,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/29/1991,Y  ,110002086563,HATHEWAY & PATTERSON,15 COUNTY ST.,MANSFIELD,MA,2048,BRISTOL,1,42.038194,-71.2225,10900040302,4,10.224,1133.53,http://echo.epa.gov/detailed-facility-report?fid=110002086563
MAD001060805,MA,000,FUI,FOLLOW-UP INSPECTION,S  ,11/12/1991,Y  ,110002086563,HATHEWAY & PATTERSON,15 COUNTY ST.,MANSFIELD,MA,2048,BRISTOL,1,42.038194,-71.2225,10900040302,4,10.224,1133.53,http://echo.epa.gov/detailed-facility-report?fid=110002086563
MAD001060805,MA,000,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,E  ,03/05/1992,N  ,110002086563,HATHEWAY & PATTERSON,15 COUNTY ST.,MANSFIELD,MA,2048,BRISTOL,1,42.038194,-71.2225,10900040302,4,10.224,1133.53,http://echo.epa.gov/detailed-facility-report?fid=110002086563
MAD001060805,MA,000,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,05/20/1993,N  ,110002086563,HATHEWAY & PATTERSON,15 COUNTY ST.,MANSFIELD,MA,2048,BRISTOL,1,42.038194,-71.2225,10900040302,4,10.224,1133.53,http://echo.epa.gov/detailed-facility-report?fid=110002086563
MAD001060805,MA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,03/10/1987,Y  ,110002086563,HATHEWAY & PATTERSON,15 COUNTY ST.,MANSFIELD,MA,2048,BRISTOL,1,42.038194,-71.2225,10900040302,4,10.224,1133.53,http://echo.epa.gov/detailed-facility-report?fid=110002086563
MAD001060805,MA,002,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,10/21/1987,N  ,110002086563,HATHEWAY & PATTERSON,15 COUNTY ST.,MANSFIELD,MA,2048,BRISTOL,1,42.038194,-71.2225,10900040302,4,10.224,1133.53,http://echo.epa.gov/detailed-facility-report?fid=110002086563
MAD001060805,MA,003,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/10/1987,Y  ,110002086563,HATHEWAY & PATTERSON,15 COUNTY ST.,MANSFIELD,MA,2048,BRISTOL,1,42.038194,-71.2225,10900040302,4,10.224,1133.53,http://echo.epa.gov/detailed-facility-report?fid=110002086563
MAD001060805,MA,004,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,03/22/1988,N  ,110002086563,HATHEWAY & PATTERSON,15 COUNTY ST.,MANSFIELD,MA,2048,BRISTOL,1,42.038194,-71.2225,10900040302,4,10.224,1133.53,http://echo.epa.gov/detailed-facility-report?fid=110002086563
MAD001060805,MA,005,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,08/03/1988,N  ,110002086563,HATHEWAY & PATTERSON,15 COUNTY ST.,MANSFIELD,MA,2048,BRISTOL,1,42.038194,-71.2225,10900040302,4,10.224,1133.53,http://echo.epa.gov/detailed-facility-report?fid=110002086563
MAD980917066,MA,001,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/07/2019,N  ,110008410905,GEORGES AUTO BODY,238 CHESTNUT ST,NEEDHAM,MA,2492,NORFOLK,1,42.276053999999995,-71.23760899999999,10900010703,4,14.549000000000001,1799.41,http://echo.epa.gov/detailed-facility-report?fid=110008410905
MAR000500876,MA,001,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,01/08/2004,N  ,110003501997,OMEGA PHARMSERVICES,115 CEDAR ST,MILFORD,MA,1757,WORCESTER,1,42.16968,-71.50891999999999,10900010601,4,14.921,1300.68,http://echo.epa.gov/detailed-facility-report?fid=110003501997
MAD980671341,MA,001,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/26/1986,Y  ,110064158673,MASSDOT HIGHWAY DIVISION 33,4 WEST ELM ST,HOPKINTON,MA,1748,MIDDLESEX,1,42.214059999999996,-71.55163,10900030205,4,8.271,562.69,http://echo.epa.gov/detailed-facility-report?fid=110064158673
MAD001187020,MA,000,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/23/1992,Y  ,110002017923,MARISSA-BARROWS,106 SOUTH WASHINGTON ST,NORTH ATTLEBORO,MA,2760,BRISTOL,1,41.978575,-71.334055,10900040401,4,9.021,1359.27,http://echo.epa.gov/detailed-facility-report?fid=110002017923
MAD001187020,MA,000,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,03/04/1992,N  ,110002017923,MARISSA-BARROWS,106 SOUTH WASHINGTON ST,NORTH ATTLEBORO,MA,2760,BRISTOL,1,41.978575,-71.334055,10900040401,4,9.021,1359.27,http://echo.epa.gov/detailed-facility-report?fid=110002017923
MAD001187020,MA,000,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/22/1993,Y  ,110002017923,MARISSA-BARROWS,106 SOUTH WASHINGTON ST,NORTH ATTLEBORO,MA,2760,BRISTOL,1,41.978575,-71.334055,10900040401,4,9.021,1359.27,http://echo.epa.gov/detailed-facility-report?fid=110002017923
MAD001187020,MA,000,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,11/04/1993,N  ,110002017923,MARISSA-BARROWS,106 SOUTH WASHINGTON ST,NORTH ATTLEBORO,MA,2760,BRISTOL,1,41.978575,-71.334055,10900040401,4,9.021,1359.27,http://echo.epa.gov/detailed-facility-report?fid=110002017923
MAD000844597,MA,001,SNN,NOT A SIGNIFICANT NON-COMPLIER,E  ,04/19/2016,N  ,110000312073,WATERS CORP,177 ROBERT TREAT PAINE DR,TAUNTON,MA,2780,BRISTOL,1,41.95257,-71.13507,10900040302,4,9.201,751.89,http://echo.epa.gov/detailed-facility-report?fid=110000312073
MAD000844597,MA,000,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/17/1999,Y  ,110000312073,WATERS CORP,177 ROBERT TREAT PAINE DR,TAUNTON,MA,2780,BRISTOL,1,41.95257,-71.13507,10900040302,4,9.201,751.89,http://echo.epa.gov/detailed-facility-report?fid=110000312073
MAD000844597,MA,000,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,09/09/1999,Y  ,110000312073,WATERS CORP,177 ROBERT TREAT PAINE DR,TAUNTON,MA,2780,BRISTOL,1,41.95257,-71.13507,10900040302,4,9.201,751.89,http://echo.epa.gov/detailed-facility-report?fid=110000312073
MAD000844597,MA,001,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/14/1985,Y  ,110000312073,WATERS CORP,177 ROBERT TREAT PAINE DR,TAUNTON,MA,2780,BRISTOL,1,41.95257,-71.13507,10900040302,4,9.201,751.89,http://echo.epa.gov/detailed-facility-report?fid=110000312073
MAD000844597,MA,002,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/22/1985,Y  ,110000312073,WATERS CORP,177 ROBERT TREAT PAINE DR,TAUNTON,MA,2780,BRISTOL,1,41.95257,-71.13507,10900040302,4,9.201,751.89,http://echo.epa.gov/detailed-facility-report?fid=110000312073
MAD000844597,MA,004,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,05/07/1985,N  ,110000312073,WATERS CORP,177 ROBERT TREAT PAINE DR,TAUNTON,MA,2780,BRISTOL,1,41.95257,-71.13507,10900040302,4,9.201,751.89,http://echo.epa.gov/detailed-facility-report?fid=110000312073
MAD000844597,MA,005,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/02/1990,Y  ,110000312073,WATERS CORP,177 ROBERT TREAT PAINE DR,TAUNTON,MA,2780,BRISTOL,1,41.95257,-71.13507,10900040302,4,9.201,751.89,http://echo.epa.gov/detailed-facility-report?fid=110000312073
MAD000844597,MA,006,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,07/30/1990,N  ,110000312073,WATERS CORP,177 ROBERT TREAT PAINE DR,TAUNTON,MA,2780,BRISTOL,1,41.95257,-71.13507,10900040302,4,9.201,751.89,http://echo.epa.gov/detailed-facility-report?fid=110000312073
MAD000844597,MA,001,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/14/2012,N  ,110000312073,WATERS CORP,177 ROBERT TREAT PAINE DR,TAUNTON,MA,2780,BRISTOL,1,41.95257,-71.13507,10900040302,4,9.201,751.89,http://echo.epa.gov/detailed-facility-report?fid=110000312073
MAD000844597,MA,001,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/24/2006,N  ,110000312073,WATERS CORP,177 ROBERT TREAT PAINE DR,TAUNTON,MA,2780,BRISTOL,1,41.95257,-71.13507,10900040302,4,9.201,751.89,http://echo.epa.gov/detailed-facility-report?fid=110000312073
