ID_NUMBER,ACTIVITY_LOCATION,VIOLATION_TYPE,VIOLATION_TYPE_DESC,VIOL_DETERMINED_BY_AGENCY,DATE_VIOLATION_DETERMINED,ACTUAL_RTC_DATE,SCHEDULED_COMPLIANCE_DATE,REGISTRY_ID,FAC_NAME,FAC_STREET,FAC_CITY,FAC_STATE,FAC_ZIP,FAC_COUNTY,FAC_EPA_REGION,FAC_LAT,FAC_LONG,FAC_DERIVED_WBD,FAC_DERIVED_CD113,FAC_PERCENT_MINORITY,FAC_POP_DEN,DFR_URL
MAD099415820,MA,262.A,Standards Applicable to Generators of HW: General,S  ,06/10/1994,10/07/1994,,110001973696,HASKON AEROSPACE DIV KIRKHILL-TA,336 WEIR STREET,TAUNTON,MA,2780,BRISTOL,1,41.892046,-71.089659,10900040804,4,17.299,1647.74,http://echo.epa.gov/detailed-facility-report?fid=110001973696
MAD099415820,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,02/06/1996,12/05/1996,03/25/1996,110001973696,HASKON AEROSPACE DIV KIRKHILL-TA,336 WEIR STREET,TAUNTON,MA,2780,BRISTOL,1,41.892046,-71.089659,10900040804,4,17.299,1647.74,http://echo.epa.gov/detailed-facility-report?fid=110001973696
MAD099415820,MA,262.A,Standards Applicable to Generators of HW: General,S  ,02/06/1996,12/05/1996,06/03/1996,110001973696,HASKON AEROSPACE DIV KIRKHILL-TA,336 WEIR STREET,TAUNTON,MA,2780,BRISTOL,1,41.892046,-71.089659,10900040804,4,17.299,1647.74,http://echo.epa.gov/detailed-facility-report?fid=110001973696
MAD099415820,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,01/23/2009,02/26/2009,03/09/2009,110001973696,HASKON AEROSPACE DIV KIRKHILL-TA,336 WEIR STREET,TAUNTON,MA,2780,BRISTOL,1,41.892046,-71.089659,10900040804,4,17.299,1647.74,http://echo.epa.gov/detailed-facility-report?fid=110001973696
MAD982195471,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,06/03/1993,12/05/1997,,110000310752,CAPSTAN ATLANTIC,10 CUSHING DR,WRENTHAM,MA,2093,NORFOLK,1,42.084871,-71.303667,10900010604,4,12.152000000000001,765.77,http://echo.epa.gov/detailed-facility-report?fid=110000310752
MAD982195471,MA,262.A,Standards Applicable to Generators of HW: General,S  ,12/05/1997,12/30/1997,12/31/1997,110000310752,CAPSTAN ATLANTIC,10 CUSHING DR,WRENTHAM,MA,2093,NORFOLK,1,42.084871,-71.303667,10900010604,4,12.152000000000001,765.77,http://echo.epa.gov/detailed-facility-report?fid=110000310752
MAD982195471,MA,262.B,Standards Applicable to Generators of HW: Manifest Requirements Applicable to Small and Large Quantity Generators,S  ,06/03/1993,12/05/1997,,110000310752,CAPSTAN ATLANTIC,10 CUSHING DR,WRENTHAM,MA,2093,NORFOLK,1,42.084871,-71.303667,10900010604,4,12.152000000000001,765.77,http://echo.epa.gov/detailed-facility-report?fid=110000310752
MAD982195471,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,12/05/1997,12/30/1997,12/31/1997,110000310752,CAPSTAN ATLANTIC,10 CUSHING DR,WRENTHAM,MA,2093,NORFOLK,1,42.084871,-71.303667,10900010604,4,12.152000000000001,765.77,http://echo.epa.gov/detailed-facility-report?fid=110000310752
MAD147953517,MA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,06/13/2007,07/20/2007,07/23/2007,110003452674,DEAN FUEL CENTER INC,666 WASHINGTON ST,SOUTH EASTON,MA,2375,BRISTOL,1,42.04286,-71.07794,10900040103,4,16.915,1049.88,http://echo.epa.gov/detailed-facility-report?fid=110003452674
MAD001195742,MA,262.A,Standards Applicable to Generators of HW: General,S  ,03/01/1988,02/02/1989,07/11/1988,110001973605,C RAY RANDALL CORP,426 MT.HOPE ST.,NORTH ATTLEBORO,MA,2760,BRISTOL,1,41.97129,-71.31839000000001,10900040401,4,12.727,1697.9,http://echo.epa.gov/detailed-facility-report?fid=110001973605
MAD001195742,MA,262.A,Standards Applicable to Generators of HW: General,S  ,02/02/1989,06/03/1991,,110001973605,C RAY RANDALL CORP,426 MT.HOPE ST.,NORTH ATTLEBORO,MA,2760,BRISTOL,1,41.97129,-71.31839000000001,10900040401,4,12.727,1697.9,http://echo.epa.gov/detailed-facility-report?fid=110001973605
MAD001195742,MA,262.A,Standards Applicable to Generators of HW: General,S  ,11/27/1990,06/03/1991,,110001973605,C RAY RANDALL CORP,426 MT.HOPE ST.,NORTH ATTLEBORO,MA,2760,BRISTOL,1,41.97129,-71.31839000000001,10900040401,4,12.727,1697.9,http://echo.epa.gov/detailed-facility-report?fid=110001973605
MAD001195742,MA,262.A,Standards Applicable to Generators of HW: General,S  ,09/09/1987,02/02/1989,09/28/1987,110001973605,C RAY RANDALL CORP,426 MT.HOPE ST.,NORTH ATTLEBORO,MA,2760,BRISTOL,1,41.97129,-71.31839000000001,10900040401,4,12.727,1697.9,http://echo.epa.gov/detailed-facility-report?fid=110001973605
MAD001195742,MA,FEA,Violation of a formal enforcement agreement or order. (3008(a) or 3013),S  ,07/26/1989,06/03/1991,09/12/1989,110001973605,C RAY RANDALL CORP,426 MT.HOPE ST.,NORTH ATTLEBORO,MA,2760,BRISTOL,1,41.97129,-71.31839000000001,10900040401,4,12.727,1697.9,http://echo.epa.gov/detailed-facility-report?fid=110001973605
MAD123171175,MA,262.A,Standards Applicable to Generators of HW: General,S  ,01/08/1991,02/19/1991,02/19/1991,110003451390,DIGITAL EQUIPMENT CORP,100 FINANCIAL PARK,FRANKLIN,MA,2038,NORFOLK,1,42.061975,-71.416658,10900010601,4,8.62,863.97,http://echo.epa.gov/detailed-facility-report?fid=110003451390
MAC300019585,MA,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,12/12/2018,01/11/2019,,110046394736,SUNCO INC,35 EASTMAN ST,SOUTH EASTON,MA,2375,BRISTOL,1,42.02357,-71.14487,10900040801,4,9.645,837.03,http://echo.epa.gov/detailed-facility-report?fid=110046394736
MAC300019585,MA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,01/09/2014,11/25/2014,06/04/2014,110046394736,SUNCO INC,35 EASTMAN ST,SOUTH EASTON,MA,2375,BRISTOL,1,42.02357,-71.14487,10900040801,4,9.645,837.03,http://echo.epa.gov/detailed-facility-report?fid=110046394736
MAC300019585,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,01/09/2014,11/25/2014,06/04/2014,110046394736,SUNCO INC,35 EASTMAN ST,SOUTH EASTON,MA,2375,BRISTOL,1,42.02357,-71.14487,10900040801,4,9.645,837.03,http://echo.epa.gov/detailed-facility-report?fid=110046394736
MAD002625721,MA,262.A,Standards Applicable to Generators of HW: General,S  ,02/13/1987,07/09/1987,03/27/1987,110003422804,SOUTHWORTH MACHINERY INC,80 SOUTH ST,HOPKINTON,MA,1748,MIDDLESEX,1,42.20228,-71.54435,10900030205,4,9.379,698.56,http://echo.epa.gov/detailed-facility-report?fid=110003422804
MAD001205210,MA,262.A,Standards Applicable to Generators of HW: General,S  ,02/27/1986,04/30/1986,04/04/1986,110003421093,PLAINVILLE MACHINE WORKS INC,20 HIGH ST,PLAINVILLE,MA,2762,NORFOLK,1,42.02153,-71.35551,10900040401,4,7.439,753.45,http://echo.epa.gov/detailed-facility-report?fid=110003421093
MAD001205210,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,04/24/1992,05/28/1992,,110003421093,PLAINVILLE MACHINE WORKS INC,20 HIGH ST,PLAINVILLE,MA,2762,NORFOLK,1,42.02153,-71.35551,10900040401,4,7.439,753.45,http://echo.epa.gov/detailed-facility-report?fid=110003421093
MAD001205210,MA,262.A,Standards Applicable to Generators of HW: General,S  ,05/02/1986,04/24/1992,06/07/1986,110003421093,PLAINVILLE MACHINE WORKS INC,20 HIGH ST,PLAINVILLE,MA,2762,NORFOLK,1,42.02153,-71.35551,10900040401,4,7.439,753.45,http://echo.epa.gov/detailed-facility-report?fid=110003421093
MAD001205210,MA,262.A,Standards Applicable to Generators of HW: General,S  ,06/21/1985,04/24/1992,,110003421093,PLAINVILLE MACHINE WORKS INC,20 HIGH ST,PLAINVILLE,MA,2762,NORFOLK,1,42.02153,-71.35551,10900040401,4,7.439,753.45,http://echo.epa.gov/detailed-facility-report?fid=110003421093
MAD001205210,MA,262.A,Standards Applicable to Generators of HW: General,S  ,06/21/1985,07/23/1985,07/22/1985,110003421093,PLAINVILLE MACHINE WORKS INC,20 HIGH ST,PLAINVILLE,MA,2762,NORFOLK,1,42.02153,-71.35551,10900040401,4,7.439,753.45,http://echo.epa.gov/detailed-facility-report?fid=110003421093
MAD001205210,MA,262.A,Standards Applicable to Generators of HW: General,S  ,06/21/1985,04/24/1992,07/22/1985,110003421093,PLAINVILLE MACHINE WORKS INC,20 HIGH ST,PLAINVILLE,MA,2762,NORFOLK,1,42.02153,-71.35551,10900040401,4,7.439,753.45,http://echo.epa.gov/detailed-facility-report?fid=110003421093
MAD981060791,MA,262.A,Standards Applicable to Generators of HW: General,S  ,07/29/1991,10/21/1991,10/21/1991,110001973598,COMMEMORATIVE BRANDS INC,30 FRANK MOSSBERG DRIVE,ATTLEBORO,MA,2703,BRISTOL,1,41.918313,-71.321572,10900040401,4,16.994,1882.01,http://echo.epa.gov/detailed-facility-report?fid=110001973598
MAD981060791,MA,268.A,Land Disposal Restrictions: General,S  ,07/29/1991,09/23/1991,10/05/1991,110001973598,COMMEMORATIVE BRANDS INC,30 FRANK MOSSBERG DRIVE,ATTLEBORO,MA,2703,BRISTOL,1,41.918313,-71.321572,10900040401,4,16.994,1882.01,http://echo.epa.gov/detailed-facility-report?fid=110001973598
MA5000000372,MA,262.A,Standards Applicable to Generators of HW: General,S  ,07/27/1994,10/26/1994,09/18/1994,110024330099,CPS TECHNOLOGIES,111 SOUTH WORCESTER ST,NORTON,MA,2766,BRISTOL,1,41.947205,-71.214348,10900040301,4,8.107000000000001,720.3,http://echo.epa.gov/detailed-facility-report?fid=110024330099
MA5000000372,MA,262.A,Standards Applicable to Generators of HW: General,S  ,03/16/2005,11/23/2005,,110024330099,CPS TECHNOLOGIES,111 SOUTH WORCESTER ST,NORTON,MA,2766,BRISTOL,1,41.947205,-71.214348,10900040301,4,8.107000000000001,720.3,http://echo.epa.gov/detailed-facility-report?fid=110024330099
MA5000000372,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,07/27/1994,10/26/1994,09/18/1994,110024330099,CPS TECHNOLOGIES,111 SOUTH WORCESTER ST,NORTON,MA,2766,BRISTOL,1,41.947205,-71.214348,10900040301,4,8.107000000000001,720.3,http://echo.epa.gov/detailed-facility-report?fid=110024330099
MAR000008425,MA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,03/12/1999,05/12/1999,05/12/1999,110003496921,NORTH COUNTRY ENV SERVICES,31 GRANITE ST,MILFORD,MA,1757,WORCESTER,1,42.14542,-71.51559,10900010601,4,14.739,1338.17,http://echo.epa.gov/detailed-facility-report?fid=110003496921
MAR000008425,MA,263.B,Standards Applicable to Transporters of HW: Compliance with the Manifest System and Recordkeeping,S  ,07/17/2004,08/15/2005,08/15/2005,110003496921,NORTH COUNTRY ENV SERVICES,31 GRANITE ST,MILFORD,MA,1757,WORCESTER,1,42.14542,-71.51559,10900010601,4,14.739,1338.17,http://echo.epa.gov/detailed-facility-report?fid=110003496921
MAR000008425,CT,263.A,Standards Applicable to Transporters of HW: General,S  ,01/22/2001,02/06/2001,05/12/1999,110003496921,NORTH COUNTRY ENV SERVICES,31 GRANITE ST,MILFORD,MA,1757,WORCESTER,1,42.14542,-71.51559,10900010601,4,14.739,1338.17,http://echo.epa.gov/detailed-facility-report?fid=110003496921
MAR000008425,MA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,03/12/1999,05/12/1999,02/24/2001,110003496921,NORTH COUNTRY ENV SERVICES,31 GRANITE ST,MILFORD,MA,1757,WORCESTER,1,42.14542,-71.51559,10900010601,4,14.739,1338.17,http://echo.epa.gov/detailed-facility-report?fid=110003496921
MAR000008425,MA,263.A,Standards Applicable to Transporters of HW: General,S  ,05/15/2002,07/15/2002,07/16/2002,110003496921,NORTH COUNTRY ENV SERVICES,31 GRANITE ST,MILFORD,MA,1757,WORCESTER,1,42.14542,-71.51559,10900010601,4,14.739,1338.17,http://echo.epa.gov/detailed-facility-report?fid=110003496921
MAR000008425,CT,263.A,Standards Applicable to Transporters of HW: General,S  ,01/22/2001,02/06/2001,02/24/2001,110003496921,NORTH COUNTRY ENV SERVICES,31 GRANITE ST,MILFORD,MA,1757,WORCESTER,1,42.14542,-71.51559,10900010601,4,14.739,1338.17,http://echo.epa.gov/detailed-facility-report?fid=110003496921
MAD982199895,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,04/24/1992,05/28/1992,,110003421093,PLAINVILLE MACHINE WORKS INC,20 HIGH ST,PLAINVILLE,MA,2762,NORFOLK,1,42.02153,-71.35551,10900040401,4,7.439,753.45,http://echo.epa.gov/detailed-facility-report?fid=110003421093
MAD001192103,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,05/20/1992,06/22/1992,06/09/1992,110024330099,CPS TECHNOLOGIES,111 SOUTH WORCESTER ST,NORTON,MA,2766,BRISTOL,1,41.947205,-71.214348,10900040301,4,8.107000000000001,720.3,http://echo.epa.gov/detailed-facility-report?fid=110024330099
MAD001192103,MA,262.A,Standards Applicable to Generators of HW: General,S  ,05/02/1992,06/22/1992,06/04/1992,110024330099,CPS TECHNOLOGIES,111 SOUTH WORCESTER ST,NORTON,MA,2766,BRISTOL,1,41.947205,-71.214348,10900040301,4,8.107000000000001,720.3,http://echo.epa.gov/detailed-facility-report?fid=110024330099
MAD001192103,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,02/28/2003,09/10/2005,,110024330099,CPS TECHNOLOGIES,111 SOUTH WORCESTER ST,NORTON,MA,2766,BRISTOL,1,41.947205,-71.214348,10900040301,4,8.107000000000001,720.3,http://echo.epa.gov/detailed-facility-report?fid=110024330099
MAD001192103,MA,262.A,Standards Applicable to Generators of HW: General,S  ,06/13/1985,10/07/1985,09/30/1985,110024330099,CPS TECHNOLOGIES,111 SOUTH WORCESTER ST,NORTON,MA,2766,BRISTOL,1,41.947205,-71.214348,10900040301,4,8.107000000000001,720.3,http://echo.epa.gov/detailed-facility-report?fid=110024330099
MAD001192103,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,06/11/1996,06/11/2001,07/24/1996,110024330099,CPS TECHNOLOGIES,111 SOUTH WORCESTER ST,NORTON,MA,2766,BRISTOL,1,41.947205,-71.214348,10900040301,4,8.107000000000001,720.3,http://echo.epa.gov/detailed-facility-report?fid=110024330099
MAD001192103,MA,262.A,Standards Applicable to Generators of HW: General,S  ,05/20/1992,06/22/1992,06/04/1992,110024330099,CPS TECHNOLOGIES,111 SOUTH WORCESTER ST,NORTON,MA,2766,BRISTOL,1,41.947205,-71.214348,10900040301,4,8.107000000000001,720.3,http://echo.epa.gov/detailed-facility-report?fid=110024330099
MAD001192103,MA,262.A,Standards Applicable to Generators of HW: General,S  ,05/20/1992,06/22/1992,06/09/1992,110024330099,CPS TECHNOLOGIES,111 SOUTH WORCESTER ST,NORTON,MA,2766,BRISTOL,1,41.947205,-71.214348,10900040301,4,8.107000000000001,720.3,http://echo.epa.gov/detailed-facility-report?fid=110024330099
MAD001192103,MA,262.B,Standards Applicable to Generators of HW: Manifest Requirements Applicable to Small and Large Quantity Generators,S  ,05/20/1992,06/08/1992,06/19/1992,110024330099,CPS TECHNOLOGIES,111 SOUTH WORCESTER ST,NORTON,MA,2766,BRISTOL,1,41.947205,-71.214348,10900040301,4,8.107000000000001,720.3,http://echo.epa.gov/detailed-facility-report?fid=110024330099
MAD001192103,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,03/16/2005,09/20/2005,,110024330099,CPS TECHNOLOGIES,111 SOUTH WORCESTER ST,NORTON,MA,2766,BRISTOL,1,41.947205,-71.214348,10900040301,4,8.107000000000001,720.3,http://echo.epa.gov/detailed-facility-report?fid=110024330099
MAD001192103,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,02/28/2003,09/20/2005,,110024330099,CPS TECHNOLOGIES,111 SOUTH WORCESTER ST,NORTON,MA,2766,BRISTOL,1,41.947205,-71.214348,10900040301,4,8.107000000000001,720.3,http://echo.epa.gov/detailed-facility-report?fid=110024330099
MAD001192103,MA,262.A,Standards Applicable to Generators of HW: General,S  ,10/16/1985,05/20/1992,11/29/1985,110024330099,CPS TECHNOLOGIES,111 SOUTH WORCESTER ST,NORTON,MA,2766,BRISTOL,1,41.947205,-71.214348,10900040301,4,8.107000000000001,720.3,http://echo.epa.gov/detailed-facility-report?fid=110024330099
MAD001192103,MA,262.A,Standards Applicable to Generators of HW: General,S  ,07/27/1994,11/22/1994,10/04/1994,110024330099,CPS TECHNOLOGIES,111 SOUTH WORCESTER ST,NORTON,MA,2766,BRISTOL,1,41.947205,-71.214348,10900040301,4,8.107000000000001,720.3,http://echo.epa.gov/detailed-facility-report?fid=110024330099
MAD001192103,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,07/27/1994,11/22/1994,10/04/1994,110024330099,CPS TECHNOLOGIES,111 SOUTH WORCESTER ST,NORTON,MA,2766,BRISTOL,1,41.947205,-71.214348,10900040301,4,8.107000000000001,720.3,http://echo.epa.gov/detailed-facility-report?fid=110024330099
MAD075711614,MA,262.A,Standards Applicable to Generators of HW: General,S  ,02/27/1986,04/30/1986,03/21/1986,110003421093,PLAINVILLE MACHINE WORKS INC,20 HIGH ST,PLAINVILLE,MA,2762,NORFOLK,1,42.02153,-71.35551,10900040401,4,7.439,753.45,http://echo.epa.gov/detailed-facility-report?fid=110003421093
MAD985294529,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,12/11/1998,08/13/1999,05/12/1999,110009593519,MILTON CAT,100 QUARRY DR,MILFORD,MA,1757,WORCESTER,1,42.156867999999996,-71.500371,10900010601,4,14.917,1335.2,http://echo.epa.gov/detailed-facility-report?fid=110009593519
MAD985294529,NH,263.A,Standards Applicable to Transporters of HW: General,S  ,08/19/2003,09/19/2003,09/19/2003,110009593519,MILTON CAT,100 QUARRY DR,MILFORD,MA,1757,WORCESTER,1,42.156867999999996,-71.500371,10900010601,4,14.917,1335.2,http://echo.epa.gov/detailed-facility-report?fid=110009593519
MAD985294529,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,02/27/2007,05/10/2007,,110009593519,MILTON CAT,100 QUARRY DR,MILFORD,MA,1757,WORCESTER,1,42.156867999999996,-71.500371,10900010601,4,14.917,1335.2,http://echo.epa.gov/detailed-facility-report?fid=110009593519
MAD985294529,MA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,12/11/1998,08/13/1999,05/12/1999,110009593519,MILTON CAT,100 QUARRY DR,MILFORD,MA,1757,WORCESTER,1,42.156867999999996,-71.500371,10900010601,4,14.917,1335.2,http://echo.epa.gov/detailed-facility-report?fid=110009593519
MAD985294529,MA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,12/23/1993,08/26/1994,08/16/1994,110009593519,MILTON CAT,100 QUARRY DR,MILFORD,MA,1757,WORCESTER,1,42.156867999999996,-71.500371,10900010601,4,14.917,1335.2,http://echo.epa.gov/detailed-facility-report?fid=110009593519
MAD985294529,MA,279.C,Standards for Used Oil: Generators,S  ,02/27/2007,05/23/2007,,110009593519,MILTON CAT,100 QUARRY DR,MILFORD,MA,1757,WORCESTER,1,42.156867999999996,-71.500371,10900010601,4,14.917,1335.2,http://echo.epa.gov/detailed-facility-report?fid=110009593519
MAD985294529,MA,264.C,Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,S  ,02/27/2007,05/10/2007,,110009593519,MILTON CAT,100 QUARRY DR,MILFORD,MA,1757,WORCESTER,1,42.156867999999996,-71.500371,10900010601,4,14.917,1335.2,http://echo.epa.gov/detailed-facility-report?fid=110009593519
MAD985294529,MA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,12/23/1993,08/26/1994,09/19/2003,110009593519,MILTON CAT,100 QUARRY DR,MILFORD,MA,1757,WORCESTER,1,42.156867999999996,-71.500371,10900010601,4,14.917,1335.2,http://echo.epa.gov/detailed-facility-report?fid=110009593519
MAD985294529,MA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,02/27/2007,06/11/2007,,110009593519,MILTON CAT,100 QUARRY DR,MILFORD,MA,1757,WORCESTER,1,42.156867999999996,-71.500371,10900010601,4,14.917,1335.2,http://echo.epa.gov/detailed-facility-report?fid=110009593519
MAD985294529,NH,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,08/19/2003,09/19/2003,08/16/1994,110009593519,MILTON CAT,100 QUARRY DR,MILFORD,MA,1757,WORCESTER,1,42.156867999999996,-71.500371,10900010601,4,14.917,1335.2,http://echo.epa.gov/detailed-facility-report?fid=110009593519
MAD985294529,MA,262.B,Standards Applicable to Generators of HW: Manifest Requirements Applicable to Small and Large Quantity Generators,S  ,12/23/1993,08/26/1994,08/16/1994,110009593519,MILTON CAT,100 QUARRY DR,MILFORD,MA,1757,WORCESTER,1,42.156867999999996,-71.500371,10900010601,4,14.917,1335.2,http://echo.epa.gov/detailed-facility-report?fid=110009593519
MAD985294529,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,12/23/1993,08/26/1994,09/19/2003,110009593519,MILTON CAT,100 QUARRY DR,MILFORD,MA,1757,WORCESTER,1,42.156867999999996,-71.500371,10900010601,4,14.917,1335.2,http://echo.epa.gov/detailed-facility-report?fid=110009593519
MAD985294529,NH,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,08/19/2003,09/19/2003,09/19/2003,110009593519,MILTON CAT,100 QUARRY DR,MILFORD,MA,1757,WORCESTER,1,42.156867999999996,-71.500371,10900010601,4,14.917,1335.2,http://echo.epa.gov/detailed-facility-report?fid=110009593519
MAD985294529,MA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,02/27/2007,05/10/2007,,110009593519,MILTON CAT,100 QUARRY DR,MILFORD,MA,1757,WORCESTER,1,42.156867999999996,-71.500371,10900010601,4,14.917,1335.2,http://echo.epa.gov/detailed-facility-report?fid=110009593519
MAD985294529,NH,263.A,Standards Applicable to Transporters of HW: General,S  ,08/19/2003,09/19/2003,08/16/1994,110009593519,MILTON CAT,100 QUARRY DR,MILFORD,MA,1757,WORCESTER,1,42.156867999999996,-71.500371,10900010601,4,14.917,1335.2,http://echo.epa.gov/detailed-facility-report?fid=110009593519
MAD985294529,MA,262.B,Standards Applicable to Generators of HW: Manifest Requirements Applicable to Small and Large Quantity Generators,S  ,03/20/2012,04/30/2012,04/30/2012,110009593519,MILTON CAT,100 QUARRY DR,MILFORD,MA,1757,WORCESTER,1,42.156867999999996,-71.500371,10900010601,4,14.917,1335.2,http://echo.epa.gov/detailed-facility-report?fid=110009593519
MAD985294529,MA,263.B,Standards Applicable to Transporters of HW: Compliance with the Manifest System and Recordkeeping,S  ,03/14/2000,07/03/2001,,110009593519,MILTON CAT,100 QUARRY DR,MILFORD,MA,1757,WORCESTER,1,42.156867999999996,-71.500371,10900010601,4,14.917,1335.2,http://echo.epa.gov/detailed-facility-report?fid=110009593519
MAD985294529,MA,263.A,Standards Applicable to Transporters of HW: General,S  ,03/14/2000,07/03/2001,,110009593519,MILTON CAT,100 QUARRY DR,MILFORD,MA,1757,WORCESTER,1,42.156867999999996,-71.500371,10900010601,4,14.917,1335.2,http://echo.epa.gov/detailed-facility-report?fid=110009593519
MAD985294529,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,12/23/1993,08/26/1994,08/16/1994,110009593519,MILTON CAT,100 QUARRY DR,MILFORD,MA,1757,WORCESTER,1,42.156867999999996,-71.500371,10900010601,4,14.917,1335.2,http://echo.epa.gov/detailed-facility-report?fid=110009593519
MAD001019470,MA,262.A,Standards Applicable to Generators of HW: General,S  ,04/24/1990,08/03/1990,05/29/1990,110000881449,IVEX CORP.,55 TOWER ROAD,NEWTON,MA,2464,MIDDLESEX,1,42.311009999999996,-71.21587,10900010703,4,18.201,3653.58,http://echo.epa.gov/detailed-facility-report?fid=110000881449
MAD001019470,MA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,09/01/1994,05/25/1995,02/01/1995,110000881449,IVEX CORP.,55 TOWER ROAD,NEWTON,MA,2464,MIDDLESEX,1,42.311009999999996,-71.21587,10900010703,4,18.201,3653.58,http://echo.epa.gov/detailed-facility-report?fid=110000881449
MAD001019470,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,03/16/2005,,06/19/2005,110000881449,IVEX CORP.,55 TOWER ROAD,NEWTON,MA,2464,MIDDLESEX,1,42.311009999999996,-71.21587,10900010703,4,18.201,3653.58,http://echo.epa.gov/detailed-facility-report?fid=110000881449
MAD001019470,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,09/01/1994,05/25/1995,02/01/1995,110000881449,IVEX CORP.,55 TOWER ROAD,NEWTON,MA,2464,MIDDLESEX,1,42.311009999999996,-71.21587,10900010703,4,18.201,3653.58,http://echo.epa.gov/detailed-facility-report?fid=110000881449
MAD001019470,MA,262.A,Standards Applicable to Generators of HW: General,S  ,01/11/1990,08/03/1990,03/05/1990,110000881449,IVEX CORP.,55 TOWER ROAD,NEWTON,MA,2464,MIDDLESEX,1,42.311009999999996,-71.21587,10900010703,4,18.201,3653.58,http://echo.epa.gov/detailed-facility-report?fid=110000881449
MAD001019470,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,09/01/1994,05/25/1995,,110000881449,IVEX CORP.,55 TOWER ROAD,NEWTON,MA,2464,MIDDLESEX,1,42.311009999999996,-71.21587,10900010703,4,18.201,3653.58,http://echo.epa.gov/detailed-facility-report?fid=110000881449
MAD001019470,MA,262.B,Standards Applicable to Generators of HW: Manifest Requirements Applicable to Small and Large Quantity Generators,S  ,03/16/2005,,06/19/2005,110000881449,IVEX CORP.,55 TOWER ROAD,NEWTON,MA,2464,MIDDLESEX,1,42.311009999999996,-71.21587,10900010703,4,18.201,3653.58,http://echo.epa.gov/detailed-facility-report?fid=110000881449
